external_compound_id,preferred_name,compound_family,target_relevance_tier,activity_relevance_tier,include_in_tier1_fks_set,include_in_tier2_cell_wall_set,include_in_tier3_broad_antifungal_set,use_for_pretraining,use_for_finetuning,use_for_papu_exact_regression,do_not_mix_with_papu_reason,decision_status,curator_note
EXT-FKS-0093,CHEMBL428264,pneumocandin,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0094,CHEMBL439260,pneumocandin,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0095,CHEMBL441213,pneumocandin,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0096,CHEMBL5397888,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0097,CHEMBL5398567,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0098,CHEMBL5403892,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0099,CHEMBL5409386,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0100,CHEMBL5410486,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0101,CHEMBL5412538,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0102,CHEMBL5415448,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0103,CHEMBL5417319,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0104,CHEMBL5419181,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0105,CHEMBL5420789,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0106,CHEMBL5420932,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0107,CHEMBL5430035,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0108,CHEMBL5433540,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0109,CHEMBL5435450,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0110,CHEMBL1253514,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0111,CHEMBL1254586,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0112,CHEMBL1254587,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0113,CHEMBL1254665,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0114,CHEMBL1254666,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0115,CHEMBL1254748,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0116,CHEMBL1254749,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0117,CHEMBL1254833,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
